token_id,Background,Fur,Fur Pattern,Clothing,Expression,Beard,Eye,Headgear,trait_count
5532,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
4901,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
3983,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
3815,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
3073,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
2746,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
2686,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
1559,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
809,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
59,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,5555.0,1.0564853556485356
3397,18.83050847457627,16.195335276967928,71.21794871794872,277.75,4.691722972972974,89.59677419354838,18.89455782312925,5555.0,793.5714285714286
2986,6.7170495767835545,4.797063903281519,2.347844463229079,1111.0,4.691722972972974,106.82692307692308,5.068430656934306,5555.0,1.0564853556485356
4159,7.823943661971831,11.997840172786177,2.347844463229079,925.8333333333334,5.582914572864322,793.5714285714286,6.138121546961326,1851.6666666666667,1.0564853556485356
3824,18.333333333333336,6.613095238095238,2.347844463229079,39.96402877697842,59.73118279569893,925.8333333333334,79.35714285714286,1851.6666666666667,1.0564853556485356
1896,8.278688524590164,6.613095238095238,4.075568598679384,925.8333333333334,4.3878357030015795,1388.75,4.715619694397284,617.2222222222222,1.0564853556485356
2145,5.835084033613445,5.639593908629442,8.95967741935484,793.5714285714286,7.769230769230769,694.375,18.89455782312925,1388.75,36.30718954248366
5245,18.333333333333336,11.997840172786177,7.662068965517241,1388.75,55.55,326.7647058823529,18.89455782312925,925.8333333333334,40.54744525547445
455,6.7170495767835545,11.997840172786177,8.95967741935484,101.0,4.691722972972974,793.5714285714286,5.068430656934306,1851.6666666666667,1.0564853556485356
3241,8.278688524590164,4.797063903281519,4.075568598679384,50.96330275229357,5.582914572864322,793.5714285714286,6.138121546961326,1851.6666666666667,1.0564853556485356
765,5.738636363636364,6.613095238095238,7.662068965517241,694.375,7.769230769230769,925.8333333333334,102.87037037037037,925.8333333333334,1.0564853556485356
1125,18.333333333333336,6.613095238095238,8.95967741935484,1388.75,67.7439024390244,173.59375,18.89455782312925,925.8333333333334,40.54744525547445
1944,18.83050847457627,101.0,71.21794871794872,427.3076923076923,55.55,1111.0,18.89455782312925,793.5714285714286,36.30718954248366
878,5.738636363636364,11.997840172786177,2.347844463229079,53.932038834951456,4.691722972972974,694.375,5.068430656934306,1851.6666666666667,1.0564853556485356
1931,5.738636363636364,7.476446837146702,2.347844463229079,51.43518518518518,79.35714285714286,925.8333333333334,135.4878048780488,1388.75,1.0564853556485356
1328,18.333333333333336,11.997840172786177,4.075568598679384,1388.75,5.582914572864322,173.59375,18.89455782312925,925.8333333333334,40.54744525547445
1665,7.823943661971831,11.997840172786177,2.347844463229079,925.8333333333334,4.691722972972974,694.375,5.068430656934306,925.8333333333334,1.0564853556485356
4747,6.7170495767835545,6.613095238095238,4.075568598679384,9.69458987783595,55.55,555.5,80.5072463768116,1851.6666666666667,1.0564853556485356
5224,10.913555992141454,11.997840172786177,4.075568598679384,505.0,4.3878357030015795,555.5,18.89455782312925,1388.75,36.30718954248366
844,5.835084033613445,6.613095238095238,63.85057471264367,793.5714285714286,7.769230769230769,793.5714285714286,18.89455782312925,793.5714285714286,40.54744525547445
209,18.333333333333336,6.613095238095238,8.95967741935484,1388.75,4.3878357030015795,97.45614035087719,18.89455782312925,925.8333333333334,40.54744525547445
221,18.83050847457627,4.797063903281519,4.075568598679384,370.3333333333333,4.3878357030015795,191.55172413793105,4.715619694397284,1851.6666666666667,1.0564853556485356
2258,8.278688524590164,5.639593908629442,2.347844463229079,793.5714285714286,4.3878357030015795,1388.75,4.715619694397284,241.52173913043475,1.0564853556485356
1206,8.278688524590164,5.639593908629442,4.075568598679384,694.375,9.849290780141843,326.7647058823529,11.065737051792828,1388.75,1.0564853556485356
2844,6.7170495767835545,7.879432624113475,2.347844463229079,925.8333333333334,9.849290780141843,925.8333333333334,11.065737051792828,555.5,1.0564853556485356
4590,8.278688524590164,5.639593908629442,4.075568598679384,793.5714285714286,5.582914572864322,694.375,6.138121546961326,925.8333333333334,1.0564853556485356
